FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name,FLAG
0,17.06,0,51.17,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,730.58,2750.38,27289.12,11,7,0,4.783481,1.048882,0.666971,7.33668,0.005497028,745.1841201,745.1841201,0,1,1,0
0,3.33,0,9.98,3,2,0,1573.159645,1000.5,666.99939,2000.998169,0.001830667,0,0,0,0,0,0
0,9095.06,15585.96,340430.95,17,14,0,54.7269,7.274136,5.595242,95.11911978,6.718787498,832990.1338,801285.4088,0,6,17,0
0,62.42,0,312.12,5,1,0,101,101,20.199504,100.9975187,0.002481262,0,0,0,0,0,0
0,844.26,1093.71,704785.63,721,89,0,45.806785,6.589513,1.200681,865.6910932,-279.2244185,35588543.78,35603169.52,0,30,57,0
0,3.94,43647.13,218255.38,5,5,0,407,202.545818,202.545018,1012.72509,0.003999663,0,0,0,0,0,0
1,22681.69,191.99,46899.28,2,8,0,4,1.313578,5.253449,10.506898,0.001722,1.337,0,0,0,2,1
1,0,561.29,10664.6,0,19,0,2.9,0.681454,0,0,12.94762532,99,0,0,0,5,1
0,24.87,0.28,75.18,3,2,0,61.645162,50.5,33.666015,100.9980437,0.001956288,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,32.71,66728.14,200282.55,3,3,0,19.995,12.83,12.828563,38.48568818,0.00431182,0,0,0,0,0,0
1,0,219.73,5053.82,0,23,0,20,3.854692,0,0,88.65791179,114.37,0,0,0,5,1
0,9363.5,18877.84,460621.53,25,12,0,13.875723,2.050918,0.983865,24.59661446,0.014396808,832.3863162,656.3525116,0,1,9,0
1,0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,28793.99,7387.31,995280.68,32,10,0,1.007,0.606368,0.174141,5.5725,0.49117978,574262.5685,215721.9822,0,12,52,0
1,0,0,13480.93,1,1,0,0.469,0.469,0.468,0.468,0.001,0,0,0,0,1,1
0,0,0,0,0,1,0,0,0,0,0,0,3.59E-08,3.59E-08,0,1,1,0
0,103.24,0,309.73,3,1,0,101,101,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
0,0,10057.75,130750.77,0,13,1,130,63.415385,0,0,824.4,637.2431914,0,0,0,4,0
0,162.53,0.21,325.48,2,2,0,92.571877,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,76548.58,4174.68,322893.02,4,4,0,13.316608,6.825009,4.520327,18.08130634,9.218729,1834.775138,0,0,0,14,0
0,599.62,1162.67,1295538.15,2052,56,3,508.738409,68.065409,3.979094,8165.100626,-4353.437711,140332330.1,34428263.65,0,67,88,0
0,219.74,23.88,461985.15,2102,4,0,50,23.17499,0.366011,769.3553402,-676.6553783,1213.921327,0,0,0,9,0
1,202857.68,586.57,408648.22,2,5,0,5,1.043461,2.6065,5.213,0.004306849,339.508075,0,0,0,5,1
0,4600.03,6634.3,1029417.03,156,47,0,25,6.507222,2.25668,352.0420242,-46.20258701,1556395689,210411.2075,0,34,69,0
0,0,0,1.05,1,1,0,0.071073,0.071073,0.070631,0.0706311,0.00044144,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,1.53,588.05,110893.88,222,188,0,1.097698,0.093627,0.078853,17.50534722,0.096499851,0,0,0,0,0,0
0,0,0,13.88,1,1,0,4.995,4.995,4.98,4.98,0.015,0,0,0,0,0,0
0,7336.02,19239.35,583829.63,35,17,0,588.419535,116.554208,60.350004,2112.250136,-130.8285993,6668192.003,6668185.003,0,8,7,0
0,0,0,0,0,1,0,0.005,0.005,0,0,0.005,0,0,0,0,0,0
0,17.52,0,52.55,3,1,0,101,101,33.665988,100.9979647,0.002035312,0,0,0,0,0,0
0,0,4088.87,228976.47,0,56,1,1.032319,0.769936,0,0,43.11641538,0.728232045,0,0,0,2,0
0,18.32,0,54.97,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,35.4,4849.47,19539.48,4,4,0,13.382139,5.707355,5.706817,22.82726683,0.002152709,0,0,0,0,0,0
0,289.71,1500.19,466862.53,203,272,0,1.136609,0.211598,0.283008,57.45054178,0.10403243,165.3390818,0,0,0,3,0
0,0,0,2253.25,1,1,0,12.123629,12.123629,12.123009,12.12300879,0.00062,0,0,0,0,0,0
0,3.27,0.52,10.85,3,2,0,1581.836574,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,82.2,0.02,328.82,4,2,0,74.71402,50.5,25.249487,100.9979476,0.002052437,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,3842.75,276678.25,0,72,1,5.093936,0.945148,0,0,68.05066397,1.214562282,0,0,0,2,0
0,3481.16,6600.2,464244.67,67,35,0,19.998,3.45805,1.872345,125.447097,-4.415358402,200046.5147,68073.38648,0,15,39,0
0,2002.88,41414.91,420157.77,3,10,0,0.44881,0.095924,0.294063,0.88219,0.07704593,0,0,0,0,0,0
1,0,176.39,17915.43,1,22,0,5.035996,1.232405,27.112058,27.11205761,0.000861,1.337,0,0,0,1,1
0,23.13,0,69.38,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
1,0,102.87,13902.47,1,27,0,20,2.218388,60.395615,60.39561499,-0.499139,1.337,0,0,0,1,1
0,0,0,281.6,1,1,0,0.154892,0.154892,0.154272,0.15427201,0.00062,0,0,0,0,0,0
0,19815.22,106764.47,917999.92,14,6,0,1.57814,0.68577,0.461588,6.462237,-2.34761718,0,0,0,0,0,0
0,384.71,14464.98,398248.77,20,27,0,5,0.873441,1.178,23.56000684,0.02290451,0,0,0,0,0,0
0,19901.17,35635.1,940884.37,24,13,0,2.027,0.379974,0.218348,5.240356863,-0.300699333,176.6640122,176.6640024,0,4,5,0
0,2.62,4517.86,9040.95,2,2,0,0.713014,0.509221,0.508801,1.01760123,0.00084,0,0,0,0,0,0
1,0,0,1517.75,1,1,0,0.52,0.52,0.519139,0.519139,0.000861,1.337,0,0,0,1,1
0,82.42,32066.36,900000.88,26,28,0,16.78962,2.113932,2.276186,59.18082647,0.009273655,0,0,0,0,0,0
1,102.28,182.21,1115.58,2,5,0,0.580957,0.399201,0.997142,1.99428449,0.001722,0,0,0,0,1,1
0,184.32,38375.1,153869.02,2,4,0,0.03,0.0175,0.041237,0.082474,-0.012474,0,0,0,0,0,0
0,2105.92,3379.09,1026242.37,237,156,0,250.004616,20.632972,13.877436,3288.952398,-70.20870643,10102709.83,10254031.81,0,31,53,0
0,162.8,0.33,326.25,2,2,0,64.751182,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,6.56,1017.01,524049.52,509,512,0,1.175072,1.006158,1.011359,514.7815367,0.371451256,0,0,0,0,0,0
0,0,12690.03,190350.43,0,15,1,99.5,23.848347,0,0,357.7252,0,0,0,0,0,0
0,390.27,1268.51,873019.67,186,631,0,81.329879,2.790186,9.783844,1819.795,-59.18776278,30054363.22,14550467.88,0,11,40,0
0,54.99,705.97,887243.9,5107,859,19,40,1.351856,1.513027,7727.027304,-6565.782688,10365.77453,0,0,0,4,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,163.56,0,327.12,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
1,0,0,28361.38,1,1,0,1118.880598,1118.880598,1118.879758,1118.879758,0.00084,22405.98196,0,0,0,3,1
0,63819.21,336.67,511227,8,2,0,1.595,0.800922,0.458381,3.667049401,-2.065204501,834.17353,0,0,0,11,0
0,156.46,0,312.92,2,1,0,101,101,50.499286,100.9985715,0.001428506,0,0,0,0,0,0
0,2.41,3759.78,15048.73,4,4,0,0.57105,0.298528,0.297913,1.191652875,0.002457375,0,0,0,0,0,0
0,0,0,362.68,1,1,0,0.5,0.5,0.49938,0.49938,0.00062,0,0,0,0,0,0
1,0,39685.76,198428.8,0,5,1,0,0,0,0,0,0,0,0,0,1,1
0,0,2612.64,201173.6,0,77,1,1.001004,0.235355,0,0,18.12230876,0.909357936,0,0,0,2,0
0,159.56,0.3,319.72,2,2,0,90.022016,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,410.85,1,1,0,4,4,3.994951,3.994951,0.005049,1.337,0,0,0,1,1
0,4274.43,1400.87,57938.47,7,20,0,352.729848,51.93579,148.387754,1038.714279,0.001512,6.303321986,0,0,0,1,0
0,5.32,24418.59,341929.38,13,14,0,2.49553,0.916903,0.985138,12.80678907,0.02985092,10,0,0,0,2,0
0,165.23,0,330.47,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,2129.97,501.06,15660.38,5,10,0,11.770625,3.052963,6.104676,30.52338172,0.00625233,0,0,0,0,0,0
0,0,0,36.97,1,1,0,1.49951,1.49951,1.49,1.49,0.00951045,0,0,0,0,0,0
0,127607.87,10039.27,668157.17,5,3,0,2.140409,0.885299,0.523974,2.619872148,0.036025612,10998.61895,1659.629127,0,2,12,0
1,0,84.77,26754.82,1,8,0,1.01,0.2604,2.082551,2.08255106,0.000651,2.267779032,0,0,0,1,1
0,133.78,41.32,426886.48,148,9852,0,9998.999244,5.6928,273.007432,40405.1,15680.36446,167912961.4,0,0,0,71,0
0,6.49,237.69,1134266.72,4473,4650,0,275.087414,3.141207,3.264852,14603.68088,2.932498692,367.2080503,0,0,0,3,0
0,102173.82,393.5,205134.65,2,2,0,0.095,0.085725,0.085156,0.170312164,0.001138646,0,0,0,0,0,0
0,0,0,51.85,1,1,0,29.99,29.99,29.989496,29.989496,0.000504,0,0,0,0,0,0
1,4841.83,970.14,13564.22,2,4,0,1.38805,0.875013,1.749164,3.49832837,0.001722,13.37,0,0,0,1,1
0,9988.21,23826.16,189048.28,7,5,0,4.9868,1.42696,1.018722,7.13105427,0.00374573,493.21,493.11,0,1,1,0
0,21.94,0,65.82,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,0,2724.19,291488.27,0,107,1,0.528486,0.181413,0,0,19.41119339,3.417511523,0,0,0,4,0
0,70.03,1785.64,150099.35,78,81,0,4.599389,1.096028,1.137436,88.71998448,0.05831366,0,0,0,0,0,0
1,3467.31,337.69,89450.57,22,39,0,2,0.129795,0.229172,5.041794697,0.020223,30041.337,0,0,0,3,1
0,105.67,0,317.02,3,1,0,101,101,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
0,1.05,4335.26,17345.23,4,4,0,0.465149,0.198749,0.198087,0.792346225,0.002650766,0,0,0,0,0,0
0,162.55,0.6,326.3,2,2,0,59.670313,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,3.52,19118.15,38243.33,2,2,0,100,51.916041,51.915595,103.8311905,0.000891636,0,0,0,0,0,0
0,6.39,2420.56,14555.3,5,6,0,2,1.126851,1.349168,6.74583872,0.015265726,0,0,0,0,0,0
0,0,0,60305.97,1,1,0,1,1,0.999559,0.999559,0.000441,0.075326298,0,0,0,1,0
0,1.12,0.07,3.52,3,2,0,1040.254194,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,86434.68,18362.04,956156.98,10,5,0,0.167345,0.108725,0.054057,0.540568232,0.003055968,723.9690542,723.9690542,0,2,2,0
0,23.49,0,70.47,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,2.29,4924.8,19708.38,4,4,0,53.298801,23.046069,23.044883,92.17953033,0.004744783,0,0,0,0,0,0
1,0,0,0,0,1,0,0.001,0.001,0,0,0.001,13.37,0,0,0,1,1
1,76.43,341.23,24937.17,45,63,0,49.9,1.499907,3.396667,152.85,-58.35587148,1095772.784,921362.1696,0,6,37,1
0,352973.94,0,705947.88,2,1,0,15.270879,15.270879,7.634452,15.26890475,0.00197425,191.3068467,0,0,0,7,0
1,341.16,407.06,1496.43,2,2,0,1,0.847,0.846139,1.692278,0.001722,1.337,0,0,0,1,1
0,0,0,4.87,1,1,0,0.003,0.003,0,0,0.003,0,0,0,1,1,0
0,25627.6,13911.96,283365.9,4,13,0,8.52485,2.689647,8.740763,34.96305219,0.0023625,30.10114691,0,0,0,2,0
0,4.14,0,12.43,3,2,0,1440.945509,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,0,0,2.85,1,1,0,0.61459,0.61459,0.614118,0.614118074,0.000471636,0,0,0,0,0,0
0,13078.53,92761.77,953774.78,2,10,0,0.19846,0.067448,0.21555,0.4311,0.243381252,53.45897071,0,0,0,4,0
0,0,0,349015.53,1,1,0,3.004,3.004,0.001,0.001,3.003,466.8852323,0,0,0,10,0
0,12144.43,8810.24,126920.37,9,2,0,0.025,0.025,0.005005,0.0450422,0.0049578,0.000000059,0.000000059,0,1,1,0
1,0,311.91,8641.98,1,9,0,2.295124,0.819142,7.371224,7.37122387,0.00105,13.37,0,0,0,1,1
0,0,9860.36,226788.22,0,23,1,100.009449,16.816147,0,0,386.7713765,2.816224289,0,0,0,1,0
1,0,34682.01,173410.03,0,5,1,0,0,0,0,0,0,0,0,0,1,1
0,2632.45,3016.93,252210.45,86,33,1,4.218341,0.606398,0.257826,22.17307526,-2.161947872,4875.694644,12867.8954,0,17,12,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,3202.23,1,1,0,0.9,0.9,1.399139,1.399139,-0.499139,13.37,0,0,0,1,1
0,14.72,0,44.17,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,25.18,0.49,76.52,3,2,0,74.277548,50.5,33.666163,100.998488,0.001512,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,25194.76,226752.87,0,9,1,10,3.166568,0,0,28.49911075,1.468335301,0,0,0,2,0
1,0,6.77,25720.32,1,4,0,0.132048,0.076312,0.304199,0.30419875,0.00105,1.337,0,0,0,1,1
0,4.39,0.03,13.23,3,2,0,1071.504114,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,0,0,13.22,1,1,0,11,11,10.99938,10.99938,0.00062,0,0,0,0,0,0
0,6.13,12040.35,301156.08,24,25,0,100,19.852625,20.678448,496.2827563,0.03285735,0,0,0,0,0,0
0,22.16,0,66.47,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,5.8,1152.9,380051.83,328,328,0,3.695391,0.202898,0.202433,66.39815113,0.152234017,0,0,0,0,0,0
0,3.79,19.85,94.55,4,4,0,10,7.5,7.498944,29.99577701,0.004222986,0,0,0,0,0,0
1,0,266.74,6106.68,1,16,0,9.74024,1.340965,21.455021,21.45502125,0.00042,1.337,0,0,0,1,1
0,18649.44,15420.31,266825.07,11,4,0,4,1.67375,0.759219,8.351405033,-1.656405033,148.7699492,0,0,0,4,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,23.23,0,69.68,3,1,0,101,101,33.668884,101.006652,-0.006652,0,0,0,0,0,0
0,0,12618.47,88329.3,0,7,1,100,25.709657,0,0,179.9676,0,0,0,0,0,0
0,1.89,0.39,8.35,4,2,0,1577.714178,1000.5,500.249528,2000.998113,0.001886545,0,0,0,0,0,0
0,15.44,598.23,945813.13,504,1568,0,3.811972,0.625082,1.943927,979.7393223,0.389815285,0,0,0,0,0,0
0,13208.25,301,67245.27,5,4,0,2.18958,1.342407,1.483,7.415,-2.04537,306.5225091,306.5,0,1,2,0
0,1583.6,14202.66,91550.33,4,6,0,1.010165,0.704388,1.006638,4.02655003,0.199777735,422.9176556,0,0,0,6,0
0,3521.13,2374.39,86381.95,7,26,0,11.865491,2.806282,10.423143,72.96199962,0.001344,600,0,0,0,1,0
0,0,0,9.28,1,1,0,100,100,99.996747,99.99674689,0.00325311,0,0,0,0,0,0
0,4.83,23520.92,47051.5,2,2,0,0.01,0.006,0.005554,0.011108364,0.000891636,0,0,0,0,0,0
0,6.62,2853.32,174469.18,63,61,0,500,61.944366,59.977377,3778.574728,0.031567669,0,0,0,0,0,0
1,0,556.52,69405.57,1,9,0,1.143845,0.515589,4.639444,4.639444278,0.000860992,2.277070174,0,0,0,3,1
0,40824.57,0,163298.27,4,0,0,0,0,0.001781,0.00712304,-0.00712304,5.95E-10,5.95E-10,0,1,1,0
0,24.56,0.43,74.55,3,2,0,95.715079,50.5,33.666152,100.9984557,0.001544256,0,0,0,0,0,0
0,0,1692.4,226781.55,0,134,1,0.510138,0.229582,0,0,30.76393137,1.130528112,0,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,130195.42,4083.79,366569.43,2,26,0,24.759734,0.999675,12.995436,25.99087226,0.000671352,258.1883676,0,0,0,5,0
0,0,4355.56,30488.93,0,7,1,1.4839,0.898342,0,0,6.288394248,0,0,0,0,0,0
0,0,6670.48,200114.43,0,30,1,9.258666,1.790369,0,0,53.71106757,7.266795474,0,0,0,3,0
0,0,14353.26,100472.82,0,7,1,92.9,23.128571,0,0,161.9,5.189981907,0,0,0,1,0
0,0,12252.86,45101.82,1,3,0,0.2,0.072811,0.19979,0.19979,0.01864421,4616.353686,0,0,0,25,0
0,2623.88,486.72,6221.2,2,2,0,87.44,45.005,45.004748,90.00949597,0.00050403,0,0,0,0,0,0
0,6075,12437.12,496623.32,6,37,0,0.500001,0.128521,0.697333,4.184,0.571290075,516.448866,0,0,0,7,0
0,2.19,0,4.38,2,1,0,1423,1423,711.499528,1422.999057,0.000943273,0,0,0,0,0,0
1,324.7,394.8,12187.25,12,21,0,15,2.203693,4.021836,48.26203208,-1.98448711,13.37,0,0,0,1,1
0,110.37,0.82,332.73,3,2,0,64.149271,50.5,33.666165,100.9984936,0.001506437,0,0,0,0,0,0
0,0,1406.46,268633.02,0,191,1,300,6.813764,0,0,1301.428977,605.0008581,0,0,0,3,0
0,84210.84,12907,278446.52,3,2,0,0.622623,0.316311,0.21008,0.63023878,0.00238395,153.1752041,140.6758496,0,1,4,0
1,9571.62,92.65,69410.25,7,26,0,4.9,1.063073,4.02341,28.16387078,-0.523973,0,0,0,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
1,0,9078.7,18157.4,0,2,1,0,0,0,0,0,0,0,0,0,1,1
1,107.43,27.04,647.45,2,16,0,2,0.565497,0.075,0.15,8.897944384,101.3123878,0,0,0,6,1
0,3.24,0,9.72,3,2,0,1049.895277,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,107.37,0.63,323.38,3,2,0,71.896437,50.5,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,21.2,0,63.6,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
1,384.34,0,768.68,2,1,0,0.5,0.5,0.2495,0.499,0.001,1.337,0,0,0,1,1
0,0,9577.42,201125.9,0,21,1,6.919405,1.208475,0,0,25.37797622,0.46460464,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1799.36,32760.68,118075.02,11,3,0,0.019975,0.016124,0,0,0.04837242,0,0,0,0,0,0
1,246.68,238.4,17175.13,4,72,0,7,1.269785,22.905809,91.62323457,-0.19874,1.337,0,0,0,2,1
0,10062.39,7621.88,728734.78,55,23,1,14.89376,3.981765,2.240464,123.2255137,-31.64491371,11183.14698,10258.69445,0,10,22,0
0,20616.33,6455.83,260307.68,12,2,0,1.313371,0.755686,0.108333,1.3,0.21137134,31863.3167,22739.25634,0,3,11,0
1,318.37,214.04,6410.4,4,24,0,6.24,1.04002,6.239256,24.95702456,0.003444,13.37,0,0,0,2,1
1,0,653.8,8769.03,1,4,0,5,2.736968,10.947555,10.94755528,0.000315,0,0,0,0,1,1
0,0,0,12.98,1,1,0,22,22,21.99938,21.99938,0.00062,0,0,0,0,0,0
0,4.09,0,12.27,3,2,0,1260.248798,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,2365.36,12614.22,289342.82,21,19,0,15,6.010661,8.436557,177.1677042,-62.96513712,0,0,0,0,0,0
0,2843.38,701.23,93523.65,25,32,0,1459.45,116.53422,190.1628,4754.07,-1024.974975,1512.168889,912.139,0,6,3,0
1,12054.27,165.88,37987.52,3,11,0,17.976392,2.564736,9.4,28.2,0.012091976,1.337,0,0,0,2,1
0,15.6,0,62.4,4,1,0,101,101,25.249475,100.9979,0.0021,0,0,0,0,0,0
0,2477.34,6928.28,892782.2,8,126,0,0.501254,0.342666,1.2625,10.1,33.07587621,2765.749578,100,0,1,15,0
0,14.48,3322.66,794180.3,234,238,0,0.594189,0.173576,0.17571,41.11612697,0.1948632,0,0,0,0,1,0
0,3.38,0,10.15,3,2,0,1879.488695,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,163.62,0,327.25,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,19.72,3597.93,394304.23,108,109,0,9.99,1.303821,1.314447,141.9602914,0.156244515,0,0,0,0,1,0
0,163.56,0,327.12,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,155.27,0,310.55,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,0,40.02,1,1,0,3.5,3.5,3.4978,3.4978,0.0022,0,0,0,0,0,0
0,2.17,63.71,131.77,2,2,0,0.24304,0.22152,0.220919,0.441838751,0.001201489,0,0,0,0,0,0
0,1.79,0.97,7.33,3,2,0,1632.10576,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,0,1807.7,3615.4,0,2,0,0,0,0,0,0,6.71E-08,6.71E-08,0,1,1,0
0,0,1655.13,226752.87,0,137,1,0.378289,0.19327,0,0,26.47799466,0.710293749,0,0,0,2,0
0,0,0,363.42,1,1,0,6,6,5.99938,5.99938,0.00062,0,0,0,0,0,0
0,5368.94,28442.31,393399.55,15,11,0,13.5444,3.692881,2.70765,40.6147567,0.00693912,0.391345361,0,0,0,1,0
0,22.68,0,68.05,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,163.95,0,327.9,2,2,0,55.61916,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
1,0,18.99,282.58,1,9,0,0.59,0.485556,4.36952,4.36952001,0.000483,0,0,0,0,1,1
1,0,49.51,12643.85,1,15,0,5,1.02508,15.375782,15.37578207,0.00042,0,0,0,0,1,1
0,19.62,0,58.85,3,1,0,101,101,33.665988,100.9979647,0.002035312,0,0,0,0,0,0
0,0,0,411.43,1,1,0,10,10,9.99938,9.99938,0.00062,0,0,0,0,0,0
0,0,19859.78,39719.55,0,2,1,0.99899,0.499495,0,0,0.99899,0,0,0,0,0,0
0,2132.92,1930.1,31182.57,11,4,0,0.785542,0.384993,0.139252,1.531775418,0.008197642,975.7052074,975.7052074,0,6,2,0
1,241.55,66.07,4160.5,3,52,0,9.7,1.119078,19.396087,58.18826052,0.00378,567580,0,0,0,1,1
0,160.78,0,321.55,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
1,0,1028.69,9480.9,1,5,0,5.119139,2.303828,11.519055,11.519055,0.000084,0,0,0,0,1,1
0,161.92,0.82,325.48,2,2,0,51.041459,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,3837.42,26683.31,122082.92,4,4,0,37.711665,18.218647,18.218207,72.87282664,0.00176001,0,0,0,0,0,0
0,0,0,12.65,1,1,0,1.243627,1.243627,1.243123,1.24312289,0.000504,0,0,0,0,0,0
0,0,1110.72,4157.83,1,2,0,1.964,1.619971,3.239,3.239,0.00094205,0,0,0,0,0,0
0,4408.87,576.34,224627.27,15,275,0,24.063401,0.449574,8.24,123.6,0.03298202,503.7541716,0,0,0,3,0
0,2.88,42674.99,128033.62,3,3,0,1,1,0.999469,2.998406928,0.001593072,0,0,0,0,0,0
0,22.75,0,68.25,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,151.69,8359.7,255341.83,30,30,0,1.018973,1.010817,1.009943,30.29828426,0.026219837,0,0,0,0,0,0
0,0,1941.17,250411.18,0,129,1,0.797284,0.330406,0,0,42.6223537,0.95041156,0,0,0,2,0
0,107.47,0,322.42,3,1,0,101,101,33.665859,100.997576,0.002423952,0,0,0,0,0,0
0,34.48,2715.16,978930.55,279,357,0,126,7.910058,10.200797,2846.022258,-22.13167886,576.9,204.9,0,1,5,0
1,0,310.79,10595.6,1,27,0,2.45002,0.433847,11.712807,11.7128068,0.00105,13.37,0,0,0,1,1
0,313.05,9419.17,19464.45,2,2,0,3.980767,2.119627,2.115,4.23,0.00925496,0,0,0,0,0,0
0,2.43,17983.02,143883.58,8,8,0,22,4.999948,4.99934,39.99472071,0.004859287,0,0,0,0,0,0
0,2.14,0.23,9.02,4,2,0,1355.160729,1000.5,500.249424,2000.997698,0.002302304,0,0,0,0,0,0
0,199.32,15815.89,991149.48,53,62,0,0.204812,0.074471,0.086688,4.59447591,0.022700097,0,0,0,0,0,0
0,0,4724.59,226780.17,0,48,1,1.002885,0.895398,0,0,42.97910865,0.602833129,0,0,0,1,0
0,165.88,0.08,331.93,2,2,0,98.153923,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,164.07,0,328.15,2,1,0,101,101,50.499246,100.9984925,0.00150753,0,0,0,0,0,0
0,163724.02,0,327448.05,2,1,0,0.002457,0.002457,0.000202,0.00040476,0.00205268,2860,2860,0,1,1,0
0,1.87,48.97,152.5,3,3,0,6,3.955547,3.95475,11.864251,0.00238905,0,0,0,0,0,0
0,82.98,178.63,866443.38,2494,3692,0,499.99958,3.231904,4.782836,11928.39238,3.797262831,723.2127371,0,0,0,7,0
0,24.06,0.52,73.22,3,2,0,83.961664,50.5,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,3.38,0,20.25,6,1,0,101,101,16.832787,100.996724,0.003276,0,0,0,0,0,0
1,0,0,1198.42,1,1,0,0.5,0.5,0.4996,0.4996,0.0004,1.337,0,0,0,1,1
0,39172.64,52599.21,341341.32,2,5,0,0.52057,0.119699,0.298903,0.59780523,0.000691,0.0447812,0,0,0,1,0
0,81.64,2507.14,788517.45,292,305,0,1.056271,0.996428,1.039557,303.5506481,0.359795081,10037.08634,0,0,0,4,0
0,11445.85,5723.73,423547.67,5,64,0,1.063262,0.207776,3.946792,19.73396,-6.43631288,2744.990363,0,0,0,9,0
0,163.56,0.6,328.32,2,2,0,61.399728,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,2061.68,226784.83,0,110,1,1.290843,0.436195,0,0,47.98149296,1.057711072,0,0,0,2,0
0,0,0,261182.22,1,1,0,0.515148,0.515148,0.514707,0.51470719,0.000441,131.1008362,0,0,0,4,0
0,2.46,2590.61,300793.87,115,116,0,0.307363,0.141367,0.141483,16.2705214,0.128033307,0,0,0,0,0,0
0,16.09,23212.4,348395.22,13,15,0,4.137748,1.389382,1.599084,20.78809151,0.052633091,0,0,0,0,0,0
0,0,1771.71,226779.17,0,128,1,0.584949,0.252587,0,0,32.33114939,0.596403248,0,0,0,2,0
0,162.87,0,325.73,2,2,0,67.324213,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,570.27,80707.17,323969.2,2,4,0,0.995,0.4095,0.5,1,0.638,24681.71513,0,0,0,25,0
0,0,3423.26,10269.77,0,3,1,3.998559,2.667935,0,0,8.00380528,0,0,0,0,0,0
